"V1","V2","V3"
-1.33015035382516,-1.59542511951364,-1.63720121525711
-0.233038045253768,-1.20213090368725,-0.791294312721903
-1.32510351517785,-1.2767068836197,-0.87538198326207
-1.69969102398317,-1.43533690599694,-1.92057791114209
-1.86177460121167,-1.85895589039782,-1.29021079826656
-2.25176241832532,2.23348256451001,-0.252482553506156
-1.46708812739943,2.4303302213536,0.806727045428378
-1.53694732078586,2.36858557911267,1.00628373370397
-1.95803069275715,0.548181536715008,0.170638025184064
-2.56233609193579,2.59719584583714,-1.21333362661003
-3.01841158338711,2.21054063068991,-0.707791083404795
-2.6785420437182,2.64099710397318,-0.731848562241513
-0.690738747062552,2.033904521923,-0.320997728327158
-1.40429823208155,0.553132270226045,-0.488581792410213
-1.88358844840008,3.31815375995882,0.33358227672769
1.62487499669716,-1.81001657840672,-1.65390154327069
3.16230535774038,-1.3897951666183,-0.813243617150943
2.28508250560566,-1.38039506336917,-0.246640001304122
2.61218007777727,-2.1878699090564,0.96696120370267
3.18191442311785,-2.5674555895209,0.125212575078151
1.43780846274877,-3.06722928106482,0.7617656183577
1.64678035404609,-0.535296708678302,-1.19304434371663
2.76370809810228,-1.97742628595818,-0.856796214292069
2.9887032703017,-2.54791103194828,2.06480485125717
3.63336035264563,-1.88787313395376,0.211147870362865
2.25081592039093,-3.24254328307991,-0.774492936950286
2.65113397729146,-1.64924818414856,-0.284940985156715
2.58573388128253,-2.08206162376715,0.319307145356532
0.904727466438117,-2.61917387774485,-0.350822770176993
2.81339194771717,-1.11848853948091,1.15498755558039
2.71516905982477,3.05093177803901,-0.581313666596363
2.34687064632142,2.04439813317693,-4.04930853945691
3.93654780258091,2.58640514054906,-1.96973139820249
0.941019795281333,2.10402080590496,-2.93068030014563
1.58496019912014,-0.00283799076255509,-2.1685620313886
2.62327135283104,0.0298075016907529,-2.50331870179136
1.12884743075852,3.25130650314834,-0.252202567757478
2.56825549844311,3.12817380178742,-0.41849753919169
2.19920260198535,2.96687848458142,-2.03443898801247
4.93689948532116,4.46999348018162,-2.80511952643716
2.29236574317024,0.871101280371873,-1.96774075778293
2.34569392428907,-0.415545378905471,-1.50261065224814
1.46429259429341,1.62283467292971,-0.985609047995648
1.52338415109101,2.59975691711193,-1.44557875876706
1.35041502536391,2.50398826398392,-3.51462795587408
2.81676500925814,0.618820027959513,-1.62006322057231
0.604906996109038,1.95822702783269,-0.925548210457046
0.957444423736442,0.629967632308826,-3.81954438236024
2.56346070381684,3.17347674650379,-2.04632159362111
2.55441997595559,0.691283633209573,-4.85908952212326
-2.03111614374306,-2.46019714421355,3.22855643155889
-1.47030728264263,-0.981212492754462,3.33992642007336
-1.33191758118697,-2.67643045933567,2.09447433520281
-1.08663022502486,-1.29583627149036,1.29965067483352
1.27252229550272,-1.47328400131591,1.71915889010252
-3.73121660269019,-3.59351035433083,0.438815653582496
-2.17503575977999,-4.0517124561547,2.65735693192517
-4.32075536713785,-1.99372373840957,2.9491514072162
-3.16224811566552,-0.281842940559498,1.48230175037192
-3.26861116679926,-1.11491606135718,2.1881938541015
-3.0625218192525,-3.28487449572243,1.33436750081512
-3.89492342442721,-0.944178665225995,2.45582529759539
-4.06242787393813,-1.25278228266261,1.68898389109746
-1.28341888645056,-2.59634200479431,1.71367323754502
-1.4654677935979,-1.27094225799291,2.92513947726426
-3.30944398205796,-0.83984173068233,1.6329544149606
-0.395846016304131,-3.06099260044014,2.00689006507672
-1.7613472364748,-1.51248957425464,1.44730396426237
-1.97989581834598,-2.16850782580442,2.87691641562097
-1.68866750701411,-2.92415450058062,2.44187125711325
-1.63375921195389,-1.51369259410664,1.81061984339979
-1.47388521772256,-1.56905297219478,3.79460346228456
-0.975855653007191,-0.250516027926974,1.40765770406386
-1.50600341405326,-1.19548471773327,4.41967132523554
-0.671321043713142,-1.55017849107722,0.560376905651611
